,title,originallink,link,description,pubDate
10,"이혼 위기 고백한 김송, 평화 되찾았나…결혼식 소환하며 &quot;사랑해&quot;",https://tenasia.hankyung.com/article/2025040417214,https://m.entertain.naver.com/article/312/0000706939,그러면서 &quot;남편이 나를 붙잡은 것도 아닌데 콩깍지가 딱 11년이었다&quot;며 &quot;10년 차 연애 때 (남편이)<b>교통사고</b>가 나고 딱 1년을 더 콩깍지 제대로 씌었다가 풀리게 됐을 때 그야말로 지옥을 살았다&quot;고 회상하기도 했다. 한편... ,"Fri, 04 Apr 2025 18:04:00 +0900"
11,의성서 추락 인제 진화 헬기 블랙박스 전소…원인 규명 안갯속,http://www.kado.net/news/articleView.html?idxno=1303225,https://n.news.naver.com/mnews/article/654/0000114522?sid=102,국토<b>교통</b>부 <b>사고</b>조사위원회와 부산지방항공청 등은 <b>사고</b> 당시 모습을 촬영한 영상 자료 등을 수집하는 선에서 <b>사고</b> 원인을 조사 중인 것으로 알려졌다. <b>사고</b> 헬기는 강원도 인제군 소속 S-76 기종 임차 헬기(담수 용량... ,"Fri, 04 Apr 2025 17:46:00 +0900"
12,"자율주행기술개발혁신사업, 4년간 국가전략기술 연구성과 공유",http://www.newsprime.co.kr/news/article.html?no=682157,http://www.newsprime.co.kr/news/article.html?no=682157,4 자율주행 공유차 서비스 △이동형 기지국 및 초고속 V2X 통신 △학습데이터 수집 차량 및 AI SW △메타버스 기반 시뮬레이션 △자율주행 순찰로봇 △<b>교통사고</b> 원인규명에 활용될 고장재현 SW △국내산 자율주행... ,"Fri, 04 Apr 2025 17:36:00 +0900"
13,의성서 추락한 진화헬기 블랙박스 소실…원인 규명 난항,http://www.segye.com/newsView/20250404515400?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004025109?sid=102,국토<b>교통</b>부 <b>사고</b>조사위원회와 부산지방항공청 등은 <b>사고</b> 당시 모습을 촬영한 영상 자료 등을 수집하는 선에서 <b>사고</b> 원인을 조사 중인 것으로 알려졌다. <b>사고</b> 헬기는 강원도 인제군 소속 S-76 기종 임차 헬기다. 당일 이륙... ,"Fri, 04 Apr 2025 17:33:00 +0900"
14,의성서 추락한 진화헬기 블랙박스 소실···“진상규명 어쩌나”,https://www.khan.co.kr/article/202504041719001,https://n.news.naver.com/mnews/article/032/0003361353?sid=102,국토<b>교통</b>부 <b>사고</b>조사위원회와 부산지방항공청은 <b>사고</b> 당시 모습을 촬영한 영상 자료 등을 수집해 <b>사고</b> 원인을 조사 중이다. <b>사고</b> 헬기는 강원도 인제군 소속 S-76 기종 임차 헬기(담수 용량 1200ℓ)로 평소 인제권(인제... ,"Fri, 04 Apr 2025 17:20:00 +0900"
15,"하남시, 빅데이터 공모전 개최… 현장 제안 정책화 본격 시동",https://www.viva100.com/article/20250404500662,https://www.viva100.com/article/20250404500662,"이 과제는 <b>교통사고</b> 다발 지점과 피해자 특성을 데이터로 분석해 정책 개선 방향을 제시한 사례다. 65세 이상 고령층 보행자 사고 비율이 43%에 이른다는 점, 사고 원인의 다수가 ‘안전운전 불이행’이라는 점을 바탕으로... ","Fri, 04 Apr 2025 17:10:00 +0900"
16,"영등포구, <b>사고</b>에도 안심...&quot;구민 생활안전 보험 보장 확대&quot;",http://www.fntoday.co.kr/news/articleView.html?idxno=348819,http://www.fntoday.co.kr/news/articleView.html?idxno=348819,"이에 올해는 12세 이하 어린이의 보행 중 <b>교통사고</b>로 인한 부상치료비를 새롭게 보장한다. 어린이의 경우 스쿨존뿐만 아니라 장소에 관계없이 부상을 입었다면, 자동차 사고 부상등급표(1~14급)에 따라 50만 원 한도 내에서... ","Fri, 04 Apr 2025 17:02:00 +0900"
17,"&quot;휠체어 신랑&quot;…강원래♥김송, 22년 전 결혼식 지브리로 재탄생",https://sports.chosun.com/entertainment/2025-04-04/202504040100033830004716,https://m.entertain.naver.com/article/076/0004262327,"한편 김송은 1996년 그룹 콜라 멤버로 데뷔했다. 강원래는 1996년 클론으로 데뷔, 2000년 오토바이를 타다 <b>교통사고</b>를 당해 하반신 마비 판정을 받았다. 두 사람은 2003년 결혼했으며 슬하에 아들 강선 군을 뒀다.","Fri, 04 Apr 2025 16:58:00 +0900"
18,의성서 추락 진화헬기 블랙박스 소실됐다…<b>사고</b> 원인규명 난항,https://www.yna.co.kr/view/AKR20250404144500053?input=1195m,https://n.news.naver.com/mnews/article/001/0015312310?sid=102,국토<b>교통</b>부 <b>사고</b>조사위원회와 부산지방항공청 등은 <b>사고</b> 당시 모습을 촬영한 영상 자료 등을 수집하는 선에서 <b>사고</b> 원인을 조사 중인 것으로 알려졌다. <b>사고</b> 헬기는 강원도 인제군 소속 S-76 기종 임차 헬기(담수 용량... ,"Fri, 04 Apr 2025 16:58:00 +0900"
19,"하남시, 빅데이터 공모전 통해 현장 제안 정책화 본격 시동",https://www.asiatoday.co.kr/view.php?key=20250404010002640,https://www.asiatoday.co.kr/view.php?key=20250404010002640,"이 과제는 <b>교통사고</b> 다발 지점과 피해자 특성을 데이터로 분석해 정책 개선 방향을 제시한 사례다. 65세 이상 고령층 보행자 사고 비율이 43%에 이른다는 점, 사고 원인의 다수가 '안전운전 불이행'이라는 점을 바탕으로... ","Fri, 04 Apr 2025 16:48:00 +0900"
20,경기도의회 양운석 의원 경기도 보호구역 개선사업 간담회 가져,https://www.onews.tv/news/articleView.html?idxno=240267,https://www.onews.tv/news/articleView.html?idxno=240267,"이번 간담회는 노인과 어린이들을 위한 안전을 부각하며 보호구역 개선사업에 대해 논의하기 위해 마련된 가운데 경기도 관계 공무원은 경기도 보호구역 개선사업의 추진배경에 대해 설명하며, 노인보행자의 <b>교통사고</b>... ","Fri, 04 Apr 2025 16:28:00 +0900"
21,넷플릭스 금주의 신작 '악연' '데빌 메이 크라이',http://www.cine21.com/news/issue/view/?mag_id=2609&utm_source=naver&utm_medium=news,https://n.news.naver.com/mnews/article/140/0000054896?sid=004,"5억 원의 보험증서를 확인한 후 아버지를 죽여달라고 사주하는 ‘사채남’, 그와 함께 살해 계획을 세우는 ‘길룡’, <b>교통사고</b>를 낸 뒤 이를 은폐하려는 ‘안경남’과 그의 여자친구 ‘유정’, 그 사고를 목격하고... ","Fri, 04 Apr 2025 16:17:00 +0900"
22,"양운석 경기도의원, 도 보호구역 개선사업 정담회",https://www.jeonmae.co.kr/news/articleView.html?idxno=1134958,https://www.jeonmae.co.kr/news/articleView.html?idxno=1134958,"이어 경기도 관계 공무원은 경기도 보호구역 개선사업의 추진배경에 대해 설명하며, &quot;노인보행자의 <b>교통사고</b> 예방을 위해 보호구역 지정 확대 필요성&quot;을 강조했다. 또한, 노인보호구역 내 교통안전표지, 무인교통단속장비... ","Fri, 04 Apr 2025 16:16:00 +0900"
23,"안 놔주기로 작정을 했네, ‘악연②’[한현정의 직구리뷰]",https://www.mk.co.kr/article/11272663,https://m.entertain.naver.com/article/009/0005471003,한껏 분위기를 내며 로맨틱한 밤을 보낸 두 사람은 새벽에 급히 서울로 향하다 <b>교통사고</b>를 낸다. 마침 그 도로를 지나가던 한 커플이 이들을 의심한다. 가까스로 위기를 넘기나 싶더니 또 한 명의 남자(박해수)가 이들을... ,"Fri, 04 Apr 2025 16:02:00 +0900"
24,"[리뷰] '악연' 씹어먹은 박해수의 미친 열연, 끝까지 방심 금물",http://www.joynews24.com/view/1829436,http://www.joynews24.com/view/1829436,이해관계가 맞아떨어진 길룡(김성균 분)과 <b>교통사고</b>를 가장해 천륜을 저버리려 했던 그에게 느닷없이 아버지가 살해당해 변사체로 발견됐다는 소식이 날아든다. 경기도의 한 병원. 신원 미상의 전신 화상 환자를 마주한... ,"Fri, 04 Apr 2025 16:02:00 +0900"
25,"DB손보, '노란 물결'로 지키는 아이들 등하굣길 [FT브릿지]",http://www.ftoday.co.kr/news/articleView.html?idxno=339681,http://www.ftoday.co.kr/news/articleView.html?idxno=339681,이 중 '옐로카펫' 캠페인이 대표적인 사업으로 안전 시설물을 설치해 어린이 <b>교통사고</b>를 예방한다. 또한 '어린이보호구역 아이디어 공모전'과 '약속된 플레이 페스티벌' 등 프로그램도 교통안전을 위해 운영되고 있다.... ,"Fri, 04 Apr 2025 16:00:00 +0900"
26,[오혜미 손해사정사 칼럼] 보험사의 '기왕증' 주장에 대한 실무적 대응...,https://www.mediafine.co.kr/news/articleView.html?idxno=65664,https://www.mediafine.co.kr/news/articleView.html?idxno=65664,"특히 고령층 <b>교통사고</b> 피해자의 경우, 경추·요추 골절 및 척추질환에 대해 보험사는 퇴행성 변화, 골다공증, 기질성 병변 등의 사유를 들어 보상 책임을 축소하거나 부인하는 사례가 적지 않다. 이러한 분쟁에 있어 가장... ","Fri, 04 Apr 2025 15:18:00 +0900"
27,"천안시노인종합복지관, 노인보행자 위한 <b>교통</b>안전 캠페인 전개",http://www.dtnews24.com/news/articleView.html?idxno=788672,http://www.dtnews24.com/news/articleView.html?idxno=788672,천안시노인종합복지관이 지난달 31일부터 4일까지 천안시 서북구 컨벤션삼거리에서 노인 <b>교통사고</b> 예방을 위한 안전 캠페인을 진행했다. 천안시노인종합복지관 제공 천안시노인종합복지관(관장 김호영)은 지난달... ,"Fri, 04 Apr 2025 15:16:00 +0900"
28,"전동킥보드 때문에...애꿎은 보행자가 큰 부상, 주로 다치는 부위는?",https://kormedi.com/?p=2710022,https://n.news.naver.com/mnews/article/296/0000088292?sid=103,"뇌 다치면 신경 손상 정도는?...두통, 현기증, 영구적 장애까지 <b>교통사고</b>, 추락, 낙상 등으로 인한 외상성 뇌손상이 나타나면 두통, 현기증, 메스꺼움부터 신경세포 손상을 동반한 영구적 장애까지 다양한 증상이 생긴다.... ","Fri, 04 Apr 2025 15:02:00 +0900"
29,고속도로 봄철 졸음운전 <b>사고</b> 급증…2분기 63% '껑충',https://www.pressian.com/pages/articles/2025040414242558700?utm_source=naver&utm_medium=search,https://n.news.naver.com/mnews/article/002/0002381838?sid=102,"전북경찰, 졸음운전 합동 캠페인 날이 풀리는 봄철 고속도로에서 졸음운전에 의한 <b>교통사고</b>가 크게 늘어나는 것으로 확인됐다. 최근 3년 간 평균 1분기(1~3월)에 비해 2분기(4~6월) 사고 건수가 약 63% 증가했으며 특히... ","Fri, 04 Apr 2025 14:53:00 +0900"
30,"춘해보건대, 통학버스 기사 대상 <b>교통</b>안전교육 실시… 울주경찰서 협업",https://www.busan.com/view/busan/view.php?code=2025040414311496800,https://n.news.naver.com/mnews/article/082/0001319661?sid=102,이번 교육은 통학버스 운행 중 발생할 수 있는 <b>교통사고</b>를 예방하고 보다 안전한 운행 환경을 조성하기 위해 마련됐으며 울산울주경찰서 교통관리과 정수교 교통과장이 강사로 직접 참여해 실질적인 사례 중심의 교육을... ,"Fri, 04 Apr 2025 14:44:00 +0900"
31,"동두천시, 17일 한문철 변호사 초빙 '<b>교통사고</b> 예방' 강좌",https://www.smartfn.co.kr/news/articleView.html?idxno=106323,https://www.smartfn.co.kr/news/articleView.html?idxno=106323,동두천시는 오는 17일 오후 7시 평생학습관에서 한문철 변호사를 초청해 '<b>교통사고</b> 안 내고 안 당하기'를 주제로 2025년 동두천 시민아카데미 2강을 개최한다고 4일 밝혔다. 한 변호사는 JTBC '한문철의 블랙박스... ,"Fri, 04 Apr 2025 14:38:00 +0900"
32,"동두천시, '2025년 동두천 시민아카데미 2강' 개최",http://www.enewstoday.co.kr/news/articleView.html?idxno=2259616,http://www.enewstoday.co.kr/news/articleView.html?idxno=2259616,"동두천시(시장 박형덕)는 평생학습관에서 한문철 변호사를 초청, 4월 17일 오후 7시에 '<b>교통사고</b> 안 내고 안 당하기'라는 주제로 2025년 동두천 시민아카데미 2강을 개최한다고 밝혔다. 한문철 변호사는 JTBC... ","Fri, 04 Apr 2025 14:11:00 +0900"
33,“제복의 힘으로 뛰었죠”…터널 대참사 막은 홍학기 경위 [따만사],https://www.donga.com/news/Society/article/all/20250402/131332704/2,https://n.news.naver.com/mnews/article/020/0003626052?sid=102,그는 “도로 위에서 발생하는 80% 이상의 사고가 전방주시 태만이다”라며 “사소하다고 생각한 부분이 큰 <b>교통사고</b>로 이어질 수 있다”고 전했다. 특히 스마트폰 사용이 전방주시 태만의 주요 원인 중 하나라고 지적했다.... ,"Fri, 04 Apr 2025 14:01:00 +0900"
34,"양운석 경기도의원, 경기도 보호구역 개선사업 정담회",https://www.seoul.co.kr/news/publicnews/local_govern/kyungki_do/2025/04/04/20250404500161?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003530874?sid=004,"이어 경기도 관계 공무원은 경기도 보호구역 개선사업의 추진배경에 대해 설명하며, “노인보행자의 <b>교통사고</b> 예방을 위해 보호구역 지정 확대 필요성”을 강조했다. 또한, 노인보호구역 내 교통안전표지... ","Fri, 04 Apr 2025 13:27:00 +0900"
35,춘해보건대 통학버스 기사 대상 <b>교통</b>안전교육 실시,http://www.veritas-a.com/news/articleView.html?idxno=548526,http://www.veritas-a.com/news/articleView.html?idxno=548526,"이번 교육은 통학버스 운행 중 발생할 수 있는 <b>교통사고</b>를 예방하고 보다 안전한 운행 환경을 조성하기 위해 마련됐으며, 울산울주경찰서 교통관리과 정수교 교통과장이 강사로 직접 참여해 실질적인 사례 중심의 교육을... ","Fri, 04 Apr 2025 13:24:00 +0900"
36,[강윤정의 지식의 맛] 알뜰신잡4 - 당연함 VS 감사함,https://www.geconomy.co.kr/news/article.html?no=296890,https://www.geconomy.co.kr/news/article.html?no=296890,"<b>교통사고</b>로 차는 폐차시키고 목숨은 건졌단다. 너무 놀랐고, 영영 못 볼 뻔했다 싶었고, 조의금 벌었으니 대신 맛있는 거 사주겠다며 놀란 가슴을 쓸어내렸다. 동네 친구도 전철역에서 심하게 넘어져 인대가 나가 깁스를... ","Fri, 04 Apr 2025 13:22:00 +0900"
37,"<b>교통사고</b> 후 놓치기 쉬운 척추압박골절, 후유장해 주의해야",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202504040391&t=NN,https://n.news.naver.com/mnews/article/215/0001204582?sid=103,"<b>교통사고</b> 피해자들이 놓치기 쉬운 질병 중 하나가 바로 척추압박골절로 사고 직후 심각한 통증이나 이상 증상이 없어 간과하기 쉽지만, 시간이 지난 후 후유장해로 발전하는 경우가 많아 주의가 요구된다. <b>교통사고</b>... ","Fri, 04 Apr 2025 13:19:00 +0900"
38,"충주시, 어린이 <b>교통</b>안전 체험교육 운영 개시",https://www.ccreview.co.kr/news/articleView.html?idxno=328302,https://www.ccreview.co.kr/news/articleView.html?idxno=328302,주요 교육 내용은 어린이 <b>교통사고</b> 예방을 위한 횡단보도를 바르게 건너는 방법을 비롯해 미니카를 직접 주행하며 정지선 지키기 등 체험중심의 <b>교통사고</b> 예방법을 중점적으로 다루고 있다. 특히 충주경찰서와... ,"Fri, 04 Apr 2025 13:12:00 +0900"
39,"동두천, 한문철 변호사 시민아카데미 2강 개최",http://www.shinailbo.co.kr/news/articleView.html?idxno=2032207,http://www.shinailbo.co.kr/news/articleView.html?idxno=2032207,동두천시는 평생학습관에서 오는 17일 오후 7시 한문철 변호사를 초청해 ‘<b>교통사고</b> 안 내고 안 당하기’라는 주제로 2025년 동두천 시민아카데미 2강을 개최한다고 4일 밝혔다. 한문철 변호사는 JTBC '한문철의 블랙박스... ,"Fri, 04 Apr 2025 13:08:00 +0900"
40,“공무원 음주운전 증가 추세”... 파면 해임도 가능해,http://www.globalepic.co.kr/view.php?ud=2025040412045421006cf2d78c68_29,http://www.globalepic.co.kr/view.php?ud=2025040412045421006cf2d78c68_29,"한편, 지난 3월 인천지역에서는 경찰 간부 B씨 또한 술을 마시고 혈중알코올농도 면허 정지 수준(0.03% 이상 0.08% 미만)인 상태에서 음주운전을 하다가 <b>교통사고</b>를 낸 혐의로 검찰에 송치된다. 출동한 경찰에 본인은... ","Fri, 04 Apr 2025 12:06:00 +0900"
41,"영등포구, '구민 생활안전 보험' 보장 확대",http://www.welfarenews.net/news/articleView.html?idxno=110006,http://www.welfarenews.net/news/articleView.html?idxno=110006,"올해는 12세 이하 어린이의 보행 중 <b>교통사고</b>로 인한 부상치료비를 새롭게 보장한다. 어린이의 경우 스쿨존뿐만 아니라 장소에 관계없이 부상을 입었다면, 자동차 사고 부상등급표(1급~14급)에 따라 50만 원 한도 내에서... ","Fri, 04 Apr 2025 11:58:00 +0900"
42,"액상·가루·밀수까지…코카인 범죄 급증, 강력 대응과 신속한 법률 조...",http://www.lawissue.co.kr/view.php?ud=2025040411225935436cf2d78c68_12,http://www.lawissue.co.kr/view.php?ud=2025040411225935436cf2d78c68_12,"이 밖에도 코카인을 밀반입해 유흥업소 등에서 유통하거나, 약물운전과 <b>교통사고</b>로 이어지는 사례까지 잇따르고 있다. 실제로 향정신성의약품인 코카인은 필로폰보다도 더 강한 중독성과 의존성을 지녔다는 평가를 받고... ","Fri, 04 Apr 2025 11:24:00 +0900"
43,"김제경찰서, 세대별 맞춤형 치안활동 강화… 청소년·고령자 안전망 촘...",http://www.jeollailbo.com/news/articleView.html?idxno=763666,http://www.jeollailbo.com/news/articleView.html?idxno=763666,"박 서장은 사단법인 대한노인회 김제시지회를 찾아 170여 명의 어르신들을 대상으로 <b>교통사고</b> 예방 특강을 진행하며, 고령자 <b>교통사고</b> 예방에 나섰다. 이날 강의에서는 최근 증가하는 보행 중 <b>교통사고</b> 사례를 중심으로... ","Fri, 04 Apr 2025 11:24:00 +0900"
44,경고 3초 만에 '쾅'…샤오미 전기차 사망<b>사고</b>에 중국 충격,https://ilyo.co.kr/?ac=article_view&entry_id=490047,https://ilyo.co.kr/?ac=article_view&entry_id=490047,"지난 3월 29일 중국 안후이성 고속도로에서 발생한 샤오미 전기차 <b>교통사고</b>로 3명이 사망해 큰 충격을 줬다. 전기차 배터리 성능, 자율주행 안전성 등에 대한 의문과 비판이 제기됐고, 샤오미의 사고 수습 태도에도 질타가... ","Fri, 04 Apr 2025 11:06:00 +0900"
45,"KADIF, 한국자동차모빌리티안전학회와 업무협약",http://www.edaily.co.kr/news/newspath.asp?newsid=02637126642132840,https://n.news.naver.com/mnews/article/018/0005978942?sid=103,"정광복 자율주행기술개발혁신사업단장은 “매년 전 세계 약 130만명이 운전자 부주의, 졸음운전, 음주운전 등 대부분을 인간의 잘못으로 인한 <b>교통사고</b>로 사망하고 있다.”며 “자율주행기술로 인간보다 좀더... ","Fri, 04 Apr 2025 11:01:00 +0900"
46,[금주의 안산시] 개화 지연에 제1회 벚꽃 놀이터 오는 12∼13일로 연기 ...,https://www.joongboo.com/news/articleView.html?idxno=363688912,https://www.joongboo.com/news/articleView.html?idxno=363688912,"어린이 <b>교통사고</b>를 예방하고 아동 범죄와 학교폭력 방지를 위해 진행된 이번 행사는 이민근 시장을 비롯해 권미향 석호초등학교 교장, 구슬환 상록경찰서장과 안산시 로보캅순찰대 대원, 학부모폴리스 구성원 등 50여... ","Fri, 04 Apr 2025 11:00:00 +0900"
47,[위클리오늘] 2025년 동두천 시민아카데미 2강 개최,http://www.weeklytoday.com/news/articleView.html?idxno=688827,http://www.weeklytoday.com/news/articleView.html?idxno=688827,동두천시는 평생학습관에서 4월 17일 오후 7시에 한문철 변호사를 초청해 '<b>교통사고</b> 안 내고 안 당하기'라는 주제로 2025년 동두천 시민아카데미 2강을 개최한다. 한문철 변호사는 JTBC '한문철의 블랙박스 리뷰' 등에... ,"Fri, 04 Apr 2025 10:50:00 +0900"
48,"한국교육학술정보원, 초등학교에 <b>교통</b>안전용품 '옐로카드' 전달",https://www.news1.kr/society/education/5742688,https://n.news.naver.com/mnews/article/421/0008173123?sid=102,옐로카드는 어린이 <b>교통사고</b>를 예방하는 카드형 교통안전용품이다. 책가방에 부착하면 빛을 반사해 어린이 보행자의 발견 거리를 9배 증가시켜 주는 것으로 알려졌다. KERIS는 2019년부터 7년째 대구 혁신도시 어린이... ,"Fri, 04 Apr 2025 10:46:00 +0900"
49,"<b>사고</b>에도 안심! 영등포구, 구민 생활안전 보험 보장 확대",https://www.munhwa.com/news/view.html?no=2025040401039927107003,https://n.news.naver.com/mnews/article/021/0002700873?sid=102,"어린이 보행 중 <b>교통사고</b> 부상 치료비 신규 보장 사고일로부터 1년 내 치료받은 건에 대해 3년 이내 청구 별도 가입 절차 없이 자동 가입 서울 영등포구가 ‘구민 생활안전 보험’의 보장 범위를 확대하여, 예기치 못한... ","Fri, 04 Apr 2025 10:36:00 +0900"
50,"[기고] 꽃놀이길, 안전이 먼저! <b>교통사고</b> 예방하세요",https://www.ibuan.com/news/articleView.html?idxno=54117,https://www.ibuan.com/news/articleView.html?idxno=54117,"2025년도 성큼 절반이 다가온 4월, 두릅이 무르익어 가는 봄철 꽃놀이 시즌에는 모두가 들뜬 분위기라 자칫 방심하면 큰 <b>사고</b>로 이어질 수 있는데 관광지 주변과 주요 도로에서 <b>교통</b>량이 급증하면서 <b>사고</b> 위험도 그만큼... ","Fri, 04 Apr 2025 10:34:00 +0900"
51,"아산시, 탕정 갈산초등학교 '등굣길 안전 캠페인' 펼쳐 &quot;산불조심 차조...",https://www.gukjenews.com/news/articleView.html?idxno=3241827,https://www.gukjenews.com/news/articleView.html?idxno=3241827,어린이 <b>교통사고</b> 예방  합동 캠페인을 실시했다고 밝혔다. 캠페인 참여자들은 교통안전 마스코트인 신호등 레인저와 함께 어린이들에게 교통안전 홍보 팸플릿과 교통안전 홍보물품을 배부하며 교통안전 중요성과... ,"Fri, 04 Apr 2025 10:32:00 +0900"
52,"안양시, 2024년도 재난관리 실태 공시",http://www.enewstoday.co.kr/news/articleView.html?idxno=2259325,http://www.enewstoday.co.kr/news/articleView.html?idxno=2259325,"시는 행정안전부가 지난해 12월 발표한 '2024 지역안전지수'에서 <b>교통사고</b>・생활안전・자살 등 3개 분야에서 1등급, 화재 분야 2등급, 범죄・감염병 분야 3등급으로 '양호지역'으로 평가를 받은 바 있다. 시는 지난해... ","Fri, 04 Apr 2025 10:30:00 +0900"
53,"[금주의 안양시] ㈜태성산업, 산불 피해지역에 5천만 원 상당 생필품 기...",https://www.joongboo.com/news/articleView.html?idxno=363688989,https://www.joongboo.com/news/articleView.html?idxno=363688989,2024년 지역안전지수 평가에서는 ▶<b>교통사고</b> ▶생활안전 ▶자살 분야에서 1등급 ▶화재 분야 2등급 ▶범죄와 감염병 분야 3등급을 받아 '양호지역'으로 평가받았다. 시는 법정 적립기준액인 47억 3천 700만 원을... ,"Fri, 04 Apr 2025 10:26:00 +0900"
