,title,originallink,link,description,pubDate
10,오르막에서 쓰러질 것 같을 때 응원하는 친구들 생각할 것,http://san.chosun.com/news/articleView.html?idxno=24641,https://n.news.naver.com/mnews/article/094/0000012550?sid=103,<b>통증</b>이 느껴졌다. 이 <b>통증</b>은 나를 계속 찔렀다. 그것은 꼭 나를 아주 귀찮게 하는 커다란 손가락 같았다. 그... 아까 그 손가락은 발목 말고도 머리와 <b>허리</b> 등 몸 곳곳을 찔렀다. 이상했다. 비도 내렸다. 뼈에 한기가... ,"Thu, 03 Apr 2025 15:04:00 +0900"
11,"[칼럼] 출퇴근길 급증하는 교통사고, 후유증 개선에는 양·한방 협진 치...",http://www.jeonmin.co.kr/news/articleView.html?idxno=415485,http://www.jeonmin.co.kr/news/articleView.html?idxno=415485,"후유증으로 인한 목, <b>허리</b> 디스크 <b>통증</b>이 고민이라면 1:1 맞춤형 도수치료를 통해 <b>통증</b>을 완화할 수 있다. 도수치료는 물리치료사가 직접 환자의 근육과 운동 기능을 파악하여 머리부터 발끝까지 근골격계 <b>통증</b>을... ","Thu, 03 Apr 2025 14:24:00 +0900"
12,"김민재 두고 다이어를 어떻게 쓰나...콤파니 바이에른 감독, 딜레마에 ...",http://www.osen.co.kr/article/G1112537279,https://m.sports.naver.com/wfootball/article/109/0005274905,그는 지난 3월 29일 장크트 파울리와의 분데스리가 27라운드 홈 경기에서 아킬레스건과 감기 증상으로 인한 <b>허리 통증</b>까지 겹친 상황에서도 풀타임을 소화한 바 있다. 그러나 이후 바로 다음 날인 4월 1일 훈련에는... ,"Thu, 03 Apr 2025 14:18:00 +0900"
13,드가가 그린 발레리나도 근육을 움직일 수 없었던 걸까,https://www.idomin.com/news/articleView.html?idxno=934211,https://www.idomin.com/news/articleView.html?idxno=934211,또 관절 움직임의 정도를 확인하고 마지막으로 등의 갈비뼈와 <b>허리</b> 사이를 주먹으로 살짝 두드리며 <b>통증</b>이 있는지 확인한다. &quot;우선 조동이님의 병력과 이학적 검사상 횡문근융해증이 가장 의심됩니다. 간단한 혈액검사와... ,"Thu, 03 Apr 2025 13:44:00 +0900"
14,"[현장UP] 모드 하나로 바뀌는 수면의 질, 씰리침대 모션 플렉스의 기술...",http://www.updownnews.co.kr/news/articleView.html?idxno=312026,http://www.updownnews.co.kr/news/articleView.html?idxno=312026,"이 조사에서 국내 응답자 95%가 '아침에 개운함을 느끼지 못했다'고 답했고, '수면 후 <b>허리 통증</b>을 경험한 적이 있는가'라는 질문에 국내 응답자 41%가 '그렇다'고 답했다. '잠이 보약'이라는 말처럼 숙면의 중요도는 아무리... ","Thu, 03 Apr 2025 13:34:00 +0900"
15,"'안타까운 괴물' 김민재, 아킬레스건염+감기+<b>허리 통증</b>에도...1일 만에 ...",http://www.osen.co.kr/article/G1112537250,https://m.sports.naver.com/wfootball/article/109/0005274876,"김민재(29, 바이에른 뮌헨)가 아킬레스건염과 인후통, <b>허리 통증</b>을 안고 팀 훈련에 복귀했다. 다가오는 아우크스부르크전 출전도 피할 수 없을 전망이다. 바이에른은 3일(이하 한국시간) 공식 소셜 미디어 계정을 통해... ","Thu, 03 Apr 2025 13:30:00 +0900"
16,"[인터뷰] &quot;척추관협착증·<b>허리</b>디스크, 척추 내시경 수술로 <b>통증</b>·기능장...",http://www.thefirstmedia.net/news/articleView.html?idxno=167831,http://www.thefirstmedia.net/news/articleView.html?idxno=167831,"▲힘찬병원 척추클리닉 허준영 진료원장(좌), 김민규 진료원장(우) 척추관협착증과 허리디스크(추간판탈출증)는 <b>허리 통증</b>을 유발하는 대표적인 척추질환이다. 척추관협착증은 척추 주변 인대와 뼈가 두꺼워지는 등의... ","Thu, 03 Apr 2025 13:22:00 +0900"
17,현대인의 고질병 <b>허리</b>디스크… 올바른 자세와 생활습관 중요,https://www.e-science.co.kr/news/articleView.html?idxno=103836,https://www.e-science.co.kr/news/articleView.html?idxno=103836,| 이코노미사이언스 임은주 기자 | 현대인의 고질병 중 하나로 <b>허리통증</b>을 들 수 있다. 특히 과거에는 중장년층의 전유물로 여겨졌던 허리디스크 환자들의 연령대가 점점 낮아지고 있다. 활동량은 줄어드는 반면 의자에... ,"Thu, 03 Apr 2025 12:24:00 +0900"
18,지속되는 어깨<b>통증</b> '오십견' 의심... 시간 지나 더 악화될 수도,https://www.healthinnews.co.kr/view.php?ud=2025040311541852516aa9cc43d0_48,https://www.healthinnews.co.kr/view.php?ud=2025040311541852516aa9cc43d0_48,"때문에 어깨를 움직일 때 생기는 <b>통증</b>은 그만큼 삶의 질을 크게 떨어뜨리게 되는데, 씻는 것, 머리 빗는 것... <b>허리</b>를 펴고 올바른 자세로 선다 2. 한 팔을 등 뒤로 올려 척추를 따라 어디까지 올라가는지 확인한다. 3. 양쪽... ","Thu, 03 Apr 2025 11:56:00 +0900"
19,"'혹사' 확정! KIM, 팀 훈련 복귀... '발목 부상+감기' 이중고 시달린 김...",http://www.osen.co.kr/article/G1112537215,https://m.sports.naver.com/wfootball/article/109/0005274849,"지난달 29일 장크트 파울리와의 분데스리가 27라운드 홈 경기에 아킬레스건과 <b>허리 통증</b>, 감기 증세를 안고도 풀타임을 소화했던 김민재는 직전 1일 팀 훈련을 소화하지 못했다. 장크트 파울리와 경기에서 김민재는 몸... ","Thu, 03 Apr 2025 11:50:00 +0900"
20,'타점 1위' 카디네스 &quot;출산 휴가 다녀와서 다시 키움 승리 위해&quot;,https://www.yna.co.kr/view/AKR20250403089000007?input=1195m,https://m.sports.naver.com/kbaseball/article/001/0015308211,"카디네스는 지난해 삼성 라이온즈와 계약했으나 <b>허리 통증</b> 탓에 7경기만 출전하고서 팀을 떠났다. 당시 태업 논란이 일어나, 일부 삼성 팬들은 여전히 카디네스를 곱지 않은 눈으로 본다. 공교롭게도 카디네스는 올 시즌... ","Thu, 03 Apr 2025 11:48:00 +0900"
21,"[건강365] 저린 다리, 척추 '신경 구멍'이 좁아진 탓?",https://news.knn.co.kr/news/article/171037,https://news.knn.co.kr/news/article/171037,"또 하나, 잘못된 자세도 영향을 미치는데요. <b>허리</b>를 바로 세우는 데 필요한 근력이 약하면 <b>통증</b>을 더 심하게 느낄 수 있어서 일상에서 바른 자세를 유지하는 데 신경을 기울여야 합니다. 건강365였습니다.","Thu, 03 Apr 2025 10:38:00 +0900"
22,"이정후 '3G 연속 2루타+5G 8출루'인데 왜 결장했나, 팀은 11년 만에 최고...",https://www.starnewskorea.com/stview.php?no=2025040308484252084,https://m.sports.naver.com/wbaseball/article/108/0003317121,이정후는 지난달 16일 시애틀과 시범경기를 앞두고 <b>허리 통증</b>으로 인해 라인업에서 제외되고 말았다. 현지 언론에 따르면 그는 잠을 잘못 자면서 허리에 이상을 느꼈다고 한다. 그는 &quot;이전에도 경련을 느낀 적이... ,"Thu, 03 Apr 2025 10:09:00 +0900"
23,"[의료] <b>허리통증</b>과 다리저림, 혹시 척추관 협착증?",https://www.ggilbo.com/news/articleView.html?idxno=1082581,https://www.ggilbo.com/news/articleView.html?idxno=1082581,최근 봄을 맞아 야외 활동이 늘어나면서 <b>허리 통증</b>과 다리 저림을 호소하는 사람들이 많아지고 있다. 단순한 피로라고 생각하고 방치하다가 병을 키우는 경우가 적지 않는데 특히 중장년층에서 흔하게 나타나는 '척추관... ,"Thu, 03 Apr 2025 09:58:00 +0900"
24,극한 옆구리 <b>통증</b> '맹장염' 아닌 소변길 막는 '요로결석'일 수도,https://www.asiatoday.co.kr/view.php?key=20250403010001773,https://www.asiatoday.co.kr/view.php?key=20250403010001773,신장에 생긴 결석은 크기가 1cm 이하면 요관으로 내려올 수 있지만 요관을 타고 내려오다가 걸리게 되면 진통제로도 없어지지 않는 심한 옆구리·<b>허리 통증</b>을 유발한다. 성별에 따라 통증은 질 하복부나 고환 쪽으로 뻗칠... ,"Thu, 03 Apr 2025 09:52:00 +0900"
25,NBA 데일리 부상리포트 (4월 3일) : 니콜라 요키치 결장,,https://m.sports.naver.com/basketball/article/065/0000277679,벅스 - <b>허리 통증</b>(Available) 니콜라 요비치 - 손가락 골절(아웃) 케빈 러브 - 개인 사유(아웃) 던컨 로빈슨 - 엉덩이 통증(아웃) 드루 스미스 - 왼쪽 아킬레스건 수술(아웃) 앤드류 위긴스 - 오른쪽 햄스트링 통증... ,"Thu, 03 Apr 2025 09:05:00 +0900"
26,&quot;김민재는 마치 싸이보그 같아&quot; 바이에른 뮌헨 훈련 제외 후 하루 만에...,https://www.stnsports.co.kr/news/articleView.html?idxno=243000,https://m.sports.naver.com/wfootball/article/450/0000123948,김민재는 인후통으로 인해 기침이 심해서 <b>허리 통증</b>까지 있었으나 어김없이 선발로 출전한 것으로 알려졌다. 이로 인해 김민재의 몸 상태는 언제 터질지 모르는 시한폭탄이 되어가고 있다. STN뉴스=,"Thu, 03 Apr 2025 08:32:00 +0900"
27,한국 스포츠와 '4강 인연' 그리고 테니스의 정 현,http://www.newsian.co.kr/news/articleView.html?idxno=78254,http://www.newsian.co.kr/news/articleView.html?idxno=78254,"발바닥 <b>통증</b>으로 기권을 해야 했다. 정현은 서비스와 서비스 리턴이 수준급인데다, 백핸드가... 2018 호주 오픈 4강의 엄청난 기록을 세운 이후 6년 여 동안 발바닥, <b>허리</b>, 무릎 등 숱한 부상으로 고전을 면치... ","Thu, 03 Apr 2025 08:32:00 +0900"
28,"‘뮌헨 진작에 관리 좀 해주지’ 아킬레스건 다친 김민재, <b>허리</b>도 안 좋...",http://www.osen.co.kr/article/G1112537123,https://m.sports.naver.com/wfootball/article/109/0005274733,당시 김민재는 아킬레스는 물론이고 <b>허리 통증</b>에 감기몸살까지 있었다. 그럼에도 김민재는 풀타임을 소화했다. 뮌헨의 수비붕괴를 두고볼 수 없었던 김민재는 무리한 몸을 이끌고 풀타임을 뛰었다. 뮌헨은 오는 5일... ,"Thu, 03 Apr 2025 08:32:00 +0900"
29,"[데일리 헬스] 기안84, '이것' 뛰어 5개월 만 10kg 감량했다…달라진 근...",https://www.dailian.co.kr/news/view/1480833/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002940806?sid=103,또 골반 부위 밸런스를 맞춰주기 때문에 <b>허리</b>나 척추 <b>통증</b>이 자연스럽게 없어진다. 달리기를 하면 베타엔도르핀이라는 물질의 농도가 올라가는데 이를 통해 스트레스 해소에도 도움이 된다. 실제로 기안84 역시... ,"Thu, 03 Apr 2025 08:27:00 +0900"
30,"'혹사 논란' 황인범, 팀 내 최저 평점…&quot;100% 컨디션 아냐&quot; 우려→페예노...",https://www.spotvnews.co.kr/news/articleView.html?idxno=739160,https://m.sports.naver.com/wfootball/article/477/0000542804,네덜란드 언론 역시 '페예노르트 <b>허리</b>'를 책임지는 핵심 미드필더 몸 상태에 지속적인 우려를 표명한다. '부트발프리미어' 'FR12' 등 복수의 네덜란드 매체는 &quot;황인범은 현재 <b>통증</b>을 안고 뛴다. 100% 컨디션이 아니다.... ,"Thu, 03 Apr 2025 08:21:00 +0900"
31,"은가은, 결혼 준비로 감정 기복 심해져 체중 7kg 증가",https://www.jemin.com/news/articleView.html?idxno=794139,https://www.jemin.com/news/articleView.html?idxno=794139,<b>허리 통증</b>까지 느끼고 있는 그는 최근 자신의 변화를 느끼며 혼란스러워하고 있다. 이를 들은 이다해는 '임신하면 그런 거 아니야?'라며 놀란 표정을 지었다. 심진화 역시 대표적인 임신 초기... ,"Thu, 03 Apr 2025 07:40:00 +0900"
32,"자생한방병원, 직장인 척추·관절 건강 캠페인 [건강한겨레]",https://www.hani.co.kr/arti/hanihealth/medical/1190344.html,https://n.news.naver.com/mnews/article/028/0002738923?sid=103,"실제 최근 구인구직업체의 한 조사에 따르면, 직장인 1902명 중 70.9%가 입사 후 건강이 나빠졌다고 답했으며, 가장 많이 겪고 있는 질환으로 목·어깨·<b>허리</b> 등 근골격계 <b>통증</b>을 1위로 꼽았다. IT기기 업체의 또 다른... ","Thu, 03 Apr 2025 07:02:00 +0900"
33,아킬레스건염에 인후통·<b>허리 통증</b>까지 종합병동에도…‘쉴 수 없는 운...,https://www.goal.com/kr/뉴스/a/bltc8d75a5e78f9c916,https://m.sports.naver.com/wfootball/article/216/0000135331,다만 이날 그는 인후통과 <b>허리 통증</b>을 호소했다. 아킬레스건염도 완치되지 않은 가운데 인후통과 허리 부상까지 추가되면서 몸 상태가 급격하게 악화됐다. 독일 매체 TZ는 당시 “김민재는 아킬레스건염이 나아지긴... ,"Thu, 03 Apr 2025 06:30:00 +0900"
34,"31세 베테랑의 '진통제 투혼', 김연경의 '압도적 강함' 앞에서 무너지다",https://sports.chosun.com/volleyball/2025-04-03/202504020100020630002178,https://m.sports.naver.com/volleyball/article/076/0004261667,세터 염혜선은 무릎 <b>통증</b>을 참고 뛴다. 노란은 <b>허리</b>가 아파서 플레이오프 3차전 도중 교체됐다. 챔피언결정전 1차전은 결장했다. 정관장이 벼랑 끝에 몰려서 노란은 진통제를 맞고 2차전 출전을 강행했다. 덕분에 1차전... ,"Thu, 03 Apr 2025 06:25:00 +0900"
35,날씨 풀렸다고 바로 운동?…다치는 지름길!,https://www.donga.com/news/Health/article/all/20250402/131332105/2,https://n.news.naver.com/mnews/article/020/0003625702?sid=103,"대사 부산물은 우리 몸이 에너지를 생성할 때 만들어지는 불필요한 물질로, 이를 제거하면 운동 후 <b>통증</b>이... 다운독(Downward Dog) 다운독은 <b>허리</b>와 종아리, 허벅지 뒤쪽(햄스트링) 근육 유연성 강화에 좋다. △먼저 손과... ","Thu, 03 Apr 2025 06:01:00 +0900"
36,"‘전경기 출루’ 이정후, 왼손 선발 맞아 ‘선발 명단 제외’",https://sports.donga.com/sports/article/all/20250403/131339168/1,https://m.sports.naver.com/wbaseball/article/382/0001188172,이는 이정후가 지난 시범경기 도중 발생한 갑작스러운 <b>허리 통증</b>에서 완벽하게 벗어났음을 알려주는 것이기도 하다. 또 밥 멜빈 샌프란시스코 감독이 이정후를 리드오프가 아닌 3번 타자 자리에 배치한 작전이 맞아... ,"Thu, 03 Apr 2025 05:53:00 +0900"
37,‘홍’심 초사,https://www.seoul.co.kr/news/sport/soccer/soccer-global/2025/04/03/20250403026004?wlog_tag3=naver,https://m.sports.naver.com/wfootball/article/081/0003530378,2일 독일 현지 매체 등에 따르면 김민재는 아킬레스건염 부상이 아직 완전히 낫지 않은 데다 인후통과 <b>허리 통증</b>까지 발생해 고통 속에서도 출전을 이어 가고 있다. 지난달 29일 열린 2024~25 독일 프로축구 분데스리가... ,"Thu, 03 Apr 2025 05:05:00 +0900"
38,다중 자세 기반 인공지능 모델 개발…MRI 촬영 없이 X선 사진만으로 91....,https://medicalworldnews.co.kr/news/view.php?idx=1510966760,https://medicalworldnews.co.kr/news/view.php?idx=1510966760,"최근 다중 자세(중립, 굴곡, 신전)에서 촬영된 <b>허리</b> X선 사진을 기반으로 한 인공지능 모델이 개발됐다. 이... 한편 요추협착증은 척추관이 좁아져 신경을 압박하는 질환으로, 하반신에 <b>통증</b>이나 무감각, 약화 등의... ","Thu, 03 Apr 2025 04:30:00 +0900"
39,앉아서도 골반·무릎 움직여야 ‘의자병’ 물리친다,https://www.chosun.com/medical/2025/04/03/T57J57SVQFGERE4E2DETC6NJ5Q/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003897291?sid=103,"오랜 의자 생활이 디스크 압박, <b>허리 통증</b>, 거북목, 척추 후만증을 일으키는 이유다. 영국 의학협회지 랜싯에 실린 연구에 따르면, 하루에 8시간 이상 앉아서 지내는 사람은, 4시간 이하인 사람보다 사망률이 최고 59%가... ","Thu, 03 Apr 2025 01:51:00 +0900"
40,[속보] ‘괴물’ 김민재 쉴 수 없다! 아우크스부르크전 앞두고 훈련 복...,https://www.mk.co.kr/article/11281177,https://m.sports.naver.com/wfootball/article/410/0001059419,여기에 최근에는 감기와 <b>허리 통증</b>을 호소하고 있는 상황이다. 지난 3월 2026 북중미월드컵 아시아 3차 예선에도 불참했던 김민재다. 몸 상태가 좋지 않음에 따라 출전을 강행할 수 없었다. 그러나 뮌헨은 여유가 없었고... ,"Thu, 03 Apr 2025 01:25:00 +0900"
41,"‘이럴 수가’ 김민재, 또또 팀 훈련 불참.. ‘아킬레스+감기 몸살+<b>허리</b>...",https://sports.khan.co.kr/article/202504030040003?pt=nv,https://m.sports.naver.com/wfootball/article/144/0001029902,지난 경기에서 감기와 <b>허리 통증</b>을 안고 뛰었던 김민재가 바이에른 뮌헨 팀 훈련까지 불참했다는 소식이 나왔다. 독일 매체 ‘TZ’는 1일(이하 한국시간) “바이에른의 수비진 상황이 악화되었다. 그로 인해 김민재는 몸... ,"Thu, 03 Apr 2025 00:43:00 +0900"
42,고희진 감독 &quot;선수들 눈물 날 정도로 고맙고 존경스럽다…상대 김연경은...,https://www.xportsnews.com/article/1981393,https://m.sports.naver.com/volleyball/article/311/0001846592,"무릎 부상을 안고 있는 염혜선이 이날도 코트를 지켰고, <b>허리</b> 부상으로 1차전에 결장한 노란이 투혼을... 진짜 참기 힘든 <b>통증</b>을 겪고 있고 상태가 안 좋은데 다들 책임감으로 뛰고 있다&quot;며 &quot;투혼에 박수를 보내야... ","Thu, 03 Apr 2025 00:17:00 +0900"
43,&quot;와.. 김연경...&quot; → '벽' 느낀 적장의 탄성. 도저히 막을 수 없었다 [챔...,https://sports.chosun.com/volleyball/2025-04-02/202504020100020390002161,https://m.sports.naver.com/volleyball/article/076/0004261637,염혜선은 무릎 <b>통증</b>을 안고 뛴다. 노란은 <b>허리</b>가 아파서 챔피언결정전 1차전에 결장했지만 2차전에는 진통제를 맞고 나오는 투혼을 발휘했다. 고희진 감독은 &quot;정말 어렵고 힘든 상황이다. 우리 선수들 투혼은 박수를... ,"Thu, 03 Apr 2025 00:08:00 +0900"
44,오늘의 운세 띠별 운세 4월3일,https://www.bntnews.co.kr/article/view/bnt202504020088,https://www.bntnews.co.kr/article/view/bnt202504020088,"만약 몸살이나 <b>통증</b>을 호소한다면, 그냥 넘기지 말고 병원 진료를 받도록 권해보세요. 90년생: 정 주지 말라는... 불필요한 긴장을 줄이려면, 가끔 의자나 바닥에 <b>허리</b>를 곧게 편 상태로 앉아 심호흡을 해보세요. 목과 어깨를... ","Thu, 03 Apr 2025 00:02:00 +0900"
45,"[데일리 헬스] '박성광 아내' 이솔이, 투병 고백…'이 암' 종류와 주의해...",https://www.dailian.co.kr/news/view/1480804/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002940750?sid=103,"또한 원인 모를 체중 증가 또는 감소, 극심한 피로감, <b>허리 통증</b> 등이 동반될 수 있다. 난소암은 '조용한 암'이라고 불릴 만큼 증상이 모호해 조기 진단이 어렵고, 초기에 발견할 수 있는 효과적인 검사법이 없기 때문에 평소... ","Thu, 03 Apr 2025 00:01:00 +0900"
46,"충격! '이러다 진짜 큰일 날라' 뮌헨 철기둥 KIM, 아킬레스건+기침감기...",https://sports.chosun.com/football/2025-04-02/202504020100020640002179,https://m.sports.naver.com/wfootball/article/076/0004261622,독일 매체 바이에른 앤 저머니는 '김민재는 현재 아킬레스건염과 <b>허리 통증</b>으로 힘들어하고 있다. 지난 경기에 감기가 걸린 상태에서도 뛰었다. 기침을 자주하다 보니 허리에도 문제가 생겼다'고 설명했다. 절대적으로... ,"Wed, 02 Apr 2025 22:48:00 +0900"
47,챔프 2차전 앞둔 양팀... 아본단자 &quot;전략 유지&quot; vs 고희진 &quot;단판 결승처...,http://www.maniareport.com/view.php?ud=202504022159588489dad9f33a29_19,https://m.sports.naver.com/volleyball/article/425/0000162343,노란은 <b>허리 통증</b> 때문에 지난 1차전에 출전하지 못했다. 고 감독은 &quot;솔직히 노란 선수가 아프다. 그래도 진통제 투혼을 발휘하겠다고 하더라. 고참 선수가 투혼을 발휘하는 게 선수단 전체에 좋은 영향을 준다&quot;고... ,"Wed, 02 Apr 2025 22:36:00 +0900"
48,"'초강행군 혹사+복합 부상' 김민재, 끝내 훈련장에도 못 나왔다 &quot;아킬레...",https://www.starnewskorea.com/stview.php?no=2025040221022679313,https://m.sports.naver.com/wfootball/article/108/0003317044,이미 독일 '바바리안 풋볼 워크스' 등에 따르면 김민재는 지난해부터 아킬레스건 <b>통증</b>을 겪고 있었다. 부상... 그는 아킬레스건염과 <b>허리</b> 문제로 어려움을 겪고 있다&quot;고 밝혔다. 앞서 '바바리안 풋볼 워크스'는 &quot;김민재는... ,"Wed, 02 Apr 2025 22:03:00 +0900"
49,"KCC, 소노 98대85로 꺾고 부산 홈 경기 8연패 탈출",https://www.chosun.com/sports/basketball/2025/04/02/24PPVYV3AJCR7LN5U7EMRA7B3Y/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://m.sports.naver.com/basketball/article/023/0003897195,"KCC의 주전 가드 허웅은 <b>허리 통증</b>으로 출전하지 못했고, 이승현(3어시스트)은 2쿼터에 햄스트링 통증으로 후반을 벤치에서 지켜봐야 했다. 하지만 나머지 선수들이 집중력을 발휘했다. 8위 KCC(18승33패)는 9위... ","Wed, 02 Apr 2025 21:43:00 +0900"
50,"KCC, 소노 98대85로 꺾고 부산 홈 경기 8연패 탈출",https://www.chosun.com/sports/basketball/2025/04/02/24PPVYV3AJCR7LN5U7EMRA7B3Y/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://m.sports.naver.com/basketball/article/023/0003897195,"KCC의 주전 가드 허웅은 <b>허리 통증</b>으로 출전하지 못했고, 이승현(3어시스트)은 2쿼터에 햄스트링 통증으로 후반을 벤치에서 지켜봐야 했다. 하지만 나머지 선수들이 집중력을 발휘했다. 8위 KCC(18승33패)는 9위... ","Wed, 02 Apr 2025 21:43:00 +0900"
51,"김연경 멋있다.. 라스트댄스, 라스트 한 판! 흥국생명, 정관장에 패패승...",https://sports.chosun.com/volleyball/2025-04-02/202504020100019600002107,https://m.sports.naver.com/volleyball/article/076/0004261593,노란은 플레이오프 3차전 도중 <b>허리</b>가 아파서 교체됐다. 챔피언결정전 1차전도 결장했다. 고희진 감독은 &quot;노란이 참고 뛰었는데 뛰다보니까 <b>통증</b>이 심해졌다. 그런데 팀 상황 상 투혼을 발휘하겠다고 해서 많이 고맙다.... ,"Wed, 02 Apr 2025 21:29:00 +0900"
